t,q0,q1,q2,q3,b1,b2,b3
64.7099990845,0.9984211922,-0.0016930915,0.0400885344,0.0393091068,-0.0001666629,0.0001881791,-0.0000405962
64.7200012207,0.9983794093,-0.0013395698,0.0408441424,0.0396059752,-0.0002038326,0.0001137799,-0.0000723478
64.7300033569,0.9984143376,-0.0001693571,0.0415147878,0.0380180888,-0.0003305534,0.0000516325,0.0000816236
64.7399978638,0.9984210730,0.0001004720,0.0414519608,0.0379087366,-0.0003578999,0.0000592535,0.0000926284
64.7500000000,0.9984132648,0.0008968313,0.0422230139,0.0372489952,-0.0004428132,-0.0000152027,0.0001557506
64.7600021362,0.9983918071,0.0008388975,0.0422525145,0.0377859809,-0.0004340255,-0.0000170380,0.0001025149
64.7699966431,0.9984307885,0.0010476921,0.0418995656,0.0371396691,-0.0004565825,0.0000211901,0.0001651611
64.7799987793,0.9984430075,0.0008759544,0.0414997414,0.0372638702,-0.0004379720,0.0000598769,0.0001538582
64.7900009155,0.9983921051,0.0010929607,0.0423885733,0.0376208685,-0.0004606440,-0.0000275764,0.0001169334
64.8000030518,0.9983033538,0.0025492494,0.0422418639,0.0399952829,-0.0005959894,-0.0000075339,-0.0001272629
64.8099975586,0.9983177185,0.0032184676,0.0413731225,0.0404935814,-0.0006572193,0.0000805044,-0.0001798561
64.8199996948,0.9983017445,0.0047939257,0.0425030068,0.0395495668,-0.0008209709,-0.0000238531,-0.0000900539
64.8300018311,0.9982301593,0.0049300003,0.0430170894,0.0407641605,-0.0008310359,-0.0000748588,-0.0002134118
64.8399963379,0.9982391596,0.0062106941,0.0439100377,0.0393951647,-0.0009664317,-0.0001567376,-0.0000807589
64.8499984741,0.9982460141,0.0072711795,0.0445078015,0.0383563302,-0.0010777481,-0.0002117828,0.0000168171
64.8600006104,0.9982290864,0.0076379958,0.0447582826,0.0384322777,-0.0011136844,-0.0002346690,0.0000083208
64.8700027466,0.9982147813,0.0074833236,0.0446246043,0.0389867015,-0.0010944293,-0.0002209568,-0.0000457655
64.8799972534,0.9982125759,0.0065011829,0.0436978824,0.0402478389,-0.0009883128,-0.0001320098,-0.0001661363
64.8899993896,0.9982061386,0.0064517860,0.0438792780,0.0402199142,-0.0009838404,-0.0001493345,-0.0001624693
64.9000015259,0.9983098507,0.0034822817,0.0424698405,0.0395173468,-0.0006842311,-0.0000188137,-0.0000798368
64.9100036621,0.9983760118,0.0022367309,0.0419711955,0.0384561121,-0.0005622609,0.0000274304,0.0000338996
64.9199981689,0.9983934164,0.0012817354,0.0416168347,0.0384329334,-0.0004659831,0.0000595666,0.0000420371
64.9300003052,0.9983832240,0.0007204592,0.0416611023,0.0386629887,-0.0004086017,0.0000532794,0.0000231402
64.9400024414,0.9983690381,0.0000811113,0.0414686278,0.0392384678,-0.0003408476,0.0000710892,-0.0000309952
64.9499969482,0.9983739257,-0.0000910950,0.0414524265,0.0391324237,-0.0003232687,0.0000733421,-0.0000191657
64.9599990845,0.9983934760,0.0009160151,0.0423596576,0.0376213044,-0.0004337657,-0.0000136140,0.0001281796
64.9700012207,0.9984588623,0.0006143068,0.0410628840,0.0373300985,-0.0003992137,0.0001148716,0.0001587438
64.9800033569,0.9983913898,0.0018703528,0.0432149731,0.0366569422,-0.0005355460,-0.0000943288,0.0002217542
64.9899978638,0.9983792305,0.0036375243,0.0448252968,0.0348777771,-0.0007247373,-0.0002488254,0.0003907554
65.0000000000,0.9983493686,0.0022863785,0.0443896092,0.0363719314,-0.0005823143,-0.0002098545,0.0002461618
65.0100021362,0.9983571768,0.0022933369,0.0446753129,0.0358039923,-0.0005867314,-0.0002374915,0.0003034886
65.0199966431,0.9983473420,0.0026912310,0.0453115702,0.0352445282,-0.0006309455,-0.0002977995,0.0003592653
65.0299987793,0.9983235598,0.0021709276,0.0451336578,0.0361705199,-0.0005742697,-0.0002801367,0.0002700913
65.0400009155,0.9983342886,0.0006161600,0.0435777158,0.0378051698,-0.0004067602,-0.0001305130,0.0001132948
65.0500030518,0.9983158112,0.0001400776,0.0436222702,0.0382440872,-0.0003564326,-0.0001362240,0.0000711397
65.0599975586,0.9982779622,-0.0002765981,0.0438659303,0.0389471613,-0.0003120406,-0.0001619846,0.0000052797
65.0699996948,0.9983060360,0.0007767324,0.0447109155,0.0372229069,-0.0004275913,-0.0002411271,0.0001740081
65.0800018311,0.9983277917,0.0005185512,0.0440764129,0.0373988785,-0.0004004287,-0.0001787795,0.0001577772
65.0899963379,0.9982910156,-0.0002173570,0.0437942743,0.0386925116,-0.0003192778,-0.0001527381,0.0000319558
65.0999984741,0.9983226061,-0.0022970086,0.0432908572,0.0383751467,-0.0001119971,-0.0001106317,0.0000717993
65.1100006104,0.9983792305,-0.0036700503,0.0422646739,0.0379367471,0.0000254699,-0.0000140153,0.0001223117
65.1200027466,0.9983582497,-0.0037532081,0.0431277603,0.0375072807,0.0000286285,-0.0000990737,0.0001650022
65.1299972534,0.9983641505,-0.0043088803,0.0427316613,0.0377421826,0.0000866559,-0.0000601239,0.0001460218
65.1399993896,0.9983633161,-0.0035706866,0.0437232703,0.0366911069,0.0000051591,-0.0001548274,0.0002474670
65.1500015259,0.9983803034,-0.0031710155,0.0438748598,0.0360792167,-0.0000393302,-0.0001677128,0.0003082816
65.1600036621,0.9983503819,-0.0032325494,0.0441200063,0.0365999639,-0.0000324267,-0.0001914680,0.0002554053
65.1699981689,0.9983958006,-0.0042291456,0.0424672402,0.0372102223,0.0000748103,-0.0000282405,0.0001997066
65.1800003052,0.9983974695,-0.0058943997,0.0407659337,0.0388072096,0.0002535592,0.0001367838,0.0000487431
65.1900024414,0.9983576536,-0.0053174100,0.0422847047,0.0382858440,0.0001867230,-0.0000128885,0.0000978202
65.1999969482,0.9981776476,-0.0049709543,0.0441968217,0.0407851599,0.0001547723,-0.0002010363,-0.0001528736
65.2099990845,0.9981464148,-0.0053462624,0.0438091755,0.0419028737,0.0001985750,-0.0001635799,-0.0002620357
65.2200012207,0.9981304407,-0.0046472284,0.0447108634,0.0414115526,0.0001223056,-0.0002493077,-0.0002151444
65.2300033569,0.9980757236,-0.0058256588,0.0438945927,0.0434079356,0.0002516796,-0.0001716097,-0.0004076184
65.2399978638,0.9981451035,-0.0049392027,0.0442145951,0.0415593460,0.0001528115,-0.0001999331,-0.0002256789
65.2500000000,0.9980816841,-0.0046509979,0.0451825298,0.0420696549,0.0001230493,-0.0002952277,-0.0002776529
65.2600021362,0.9981131554,-0.0050258050,0.0443044342,0.0422137231,0.0001649525,-0.0002075062,-0.0002869385
65.2699966431,0.9981042743,-0.0059168194,0.0434353687,0.0432006493,0.0002634764,-0.0001230375,-0.0003823545
65.2799987793,0.9980612397,-0.0043846006,0.0458252355,0.0418871120,0.0000939122,-0.0003545525,-0.0002588483
65.2900009155,0.9980229735,-0.0043613617,0.0461054295,0.0424910821,0.0000927671,-0.0003817439,-0.0003187940
65.3000030518,0.9982424974,-0.0030732069,0.0426774286,0.0410018899,-0.0000276845,-0.0000323500,-0.0001730729
65.3099975586,0.9983137250,-0.0023285549,0.0415052325,0.0405168831,-0.0000995962,0.0000896150,-0.0001266332
65.3199996948,0.9983628988,-0.0016817907,0.0410222076,0.0398234911,-0.0001654155,0.0001419650,-0.0000584184
65.3300018311,0.9983335137,-0.0011470685,0.0416446254,0.0399324521,-0.0002211794,0.0000834668,-0.0000715590
65.3399963379,0.9983888865,-0.0010639792,0.0407967642,0.0394215919,-0.0002285425,0.0001700832,-0.0000188425
65.3499984741,0.9984258413,-0.0010332760,0.0402438380,0.0390530564,-0.0002311772,0.0002264623,0.0000196087
65.3600006104,0.9983506799,-0.0010262714,0.0411831215,0.0399855003,-0.0002320584,0.0001343752,-0.0000744172
65.3700027466,0.9983948469,0.0000867124,0.0417662151,0.0382543653,-0.0003509838,0.0000814307,0.0000943105
65.3799972534,0.9983620048,-0.0008103962,0.0410378352,0.0398581699,-0.0002511894,0.0001509690,-0.0000632215
65.3899993896,0.9982992411,-0.0022482963,0.0403127074,0.0420543961,-0.0000939360,0.0002183146,-0.0002779310
65.4000015259,0.9983508587,-0.0031950239,0.0403962620,0.0406648554,-0.0000052770,0.0002069528,-0.0001337601
65.4100036621,0.9983736873,-0.0043923063,0.0396146439,0.0407617278,0.0001167702,0.0002798181,-0.0001368333
65.4199981689,0.9983812571,-0.0044518509,0.0400088392,0.0401796028,0.0001184776,0.0002397623,-0.0000786771
65.4300003052,0.9984260201,-0.0048108725,0.0392434858,0.0397773646,0.0001553386,0.0003145693,-0.0000367624
65.4400024414,0.9984436035,-0.0041495226,0.0399246328,0.0387199968,0.0000824782,0.0002493628,0.0000654355
65.4499969482,0.9984436035,-0.0030040380,0.0411299579,0.0375463516,-0.0000413044,0.0001325111,0.0001774075
65.4599990845,0.9984601736,-0.0027605796,0.0409548506,0.0373149477,-0.0000657846,0.0001505437,0.0001982178
65.4700012207,0.9984255433,-0.0030008440,0.0410188138,0.0381441340,-0.0000380186,0.0001440104,0.0001165091
65.4800033569,0.9984859824,-0.0029559706,0.0402610265,0.0373648517,-0.0000438194,0.0002194517,0.0001969868
65.4899978638,0.9984264374,-0.0036871287,0.0402343422,0.0388887860,0.0000348819,0.0002210671,0.0000478789
65.5000000000,0.9983955622,-0.0036346461,0.0410069302,0.0388803110,0.0000287025,0.0001450724,0.0000479492
65.5100021362,0.9983615875,-0.0036171991,0.0415876843,0.0391349643,0.0000256753,0.0000884156,0.0000221487
65.5199966431,0.9983898401,-0.0048497813,0.0398722254,0.0400548317,0.0001593158,0.0002553061,-0.0000624264
65.5299987793,0.9983667135,-0.0038068763,0.0415881015,0.0389855690,0.0000444279,0.0000891317,0.0000385161
65.5400009155,0.9983927608,-0.0029271476,0.0421202481,0.0378039852,-0.0000507585,0.0000397942,0.0001515927
65.5500030518,0.9983940125,-0.0023615651,0.0425166301,0.0373654813,-0.0001107079,0.0000032236,0.0001932737
65.5599975586,0.9983823299,-0.0035566983,0.0412123464,0.0390086994,0.0000199471,0.0001308320,0.0000358122
65.5699996948,0.9983794093,-0.0042846729,0.0405741781,0.0396731533,0.0000982503,0.0001942073,-0.0000254658
65.5800018311,0.9983546734,-0.0040765749,0.0413190089,0.0395492949,0.0000726599,0.0001216827,-0.0000133016
65.5899963379,0.9983881712,-0.0038189241,0.0411947854,0.0388530754,0.0000455236,0.0001354741,0.0000580793
65.5999984741,0.9982277751,-0.0037591211,0.0424801335,0.0415057838,0.0000444825,0.0000076151,-0.0002062590
65.6100006104,0.9981927276,-0.0033918400,0.0430010669,0.0418406390,0.0000056220,-0.0000415359,-0.0002402599
65.6200027466,0.9981477857,-0.0032793968,0.0434834920,0.0424198546,-0.0000067029,-0.0000878795,-0.0002987270
65.6299972534,0.9981825352,-0.0034753121,0.0427426137,0.0423393324,0.0000152396,-0.0000136485,-0.0002884864
65.6399993896,0.9981780648,-0.0026801392,0.0436748303,0.0415430553,-0.0000724407,-0.0001018500,-0.0002126055
65.6500015259,0.9981325865,-0.0025280935,0.0442391448,0.0420459472,-0.0000876940,-0.0001564149,-0.0002627438
65.6600036621,0.9981084466,-0.0026661130,0.0442854688,0.0425591841,-0.0000714477,-0.0001619371,-0.0003114613
65.6699981689,0.9981102943,-0.0013002710,0.0457074977,0.0410487019,-0.0002204475,-0.0002979303,-0.0001663300
65.6800003052,0.9981237650,-0.0024629324,0.0440722965,0.0424325727,-0.0000912562,-0.0001376027,-0.0002965566
65.6900024414,0.9981036186,-0.0037706459,0.0429746918,0.0439119712,0.0000495162,-0.0000336405,-0.0004363967
65.6999969482,0.9981155992,-0.0005649673,0.0416869521,0.0450246334,-0.0002615034,0.0001092857,-0.0005609932
65.7099990845,0.9981278181,0.0016303372,0.0414759554,0.0449227244,-0.0004784858,0.0001408074,-0.0005588159
65.7200012207,0.9981501102,0.0028127527,0.0411206707,0.0446949601,-0.0005959406,0.0001829467,-0.0005389350
65.7300033569,0.9981855750,0.0042999978,0.0415297933,0.0433879644,-0.0007512052,0.0001511845,-0.0004134849
65.7399978638,0.9981852770,0.0041560009,0.0408120118,0.0440827124,-0.0007319429,0.0002215892,-0.0004814064
65.7500000000,0.9982067347,0.0053241830,0.0415828675,0.0427308381,-0.0008575914,0.0001522939,-0.0003496881
65.7600021362,0.9981786609,0.0079294005,0.0442015305,0.0402832627,-0.0011376408,-0.0000947116,-0.0001149890
65.7699966431,0.9981511831,0.0089327935,0.0449148454,0.0399659723,-0.0012414176,-0.0001607131,-0.0000865761
65.7799987793,0.9981467128,0.0067751440,0.0425139964,0.0430083871,-0.0010038394,0.0000668936,-0.0003811292
65.7900009155,0.9981374145,0.0074240169,0.0434915088,0.0421323963,-0.0010771480,-0.0000280751,-0.0002939769
65.8000030518,0.9983325601,0.0042143315,0.0434186868,0.0378056206,-0.0007751010,-0.0000297469,0.0001532073
65.8099975586,0.9984334111,0.0011038886,0.0416891649,0.0373027660,-0.0004603172,0.0001307132,0.0002173316
65.8199996948,0.9985038638,-0.0006724062,0.0404970348,0.0367353298,-0.0002806696,0.0002447775,0.0002815975
65.8300018311,0.9985095263,-0.0020002306,0.0399346650,0.0371486209,-0.0001437493,0.0002954935,0.0002454253
65.8399963379,0.9985131025,-0.0026230067,0.0398086794,0.0371483974,-0.0000811738,0.0003050914,0.0002474331
65.8499984741,0.9984732866,-0.0025760594,0.0407322906,0.0372217745,-0.0000892448,0.0002125565,0.0002404265
65.8600006104,0.9985026121,-0.0042064693,0.0386542194,0.0384794697,0.0000861051,0.0004151746,0.0001232917
65.8700027466,0.9984760284,-0.0054789516,0.0378663838,0.0397716090,0.0002212840,0.0004906095,0.0000010524
65.8799972534,0.9985035658,-0.0046447865,0.0388495065,0.0382069461,0.0001270325,0.0003950865,0.0001544710
65.8899993896,0.9984650016,-0.0043201032,0.0397199392,0.0383576453,0.0000915852,0.0003085647,0.0001389514
65.9000015259,0.9984006882,-0.0042808433,0.0406311527,0.0390757173,0.0000873587,0.0002156603,0.0000671760
65.9100036621,0.9984061122,-0.0044441009,0.0403885245,0.0391702354,0.0001046964,0.0002390789,0.0000581751
65.9199981689,0.9984357953,-0.0036474720,0.0409206301,0.0379234999,0.0000176281,0.0001891394,0.0001803546
65.9300003052,0.9983487725,-0.0020232392,0.0436439253,0.0372944027,-0.0001563932,-0.0000765066,0.0002351130
65.9400024414,0.9983479381,-0.0037853068,0.0414407961,0.0396209247,0.0000380764,0.0001369344,0.0000135812
65.9499969482,0.9983315468,-0.0046401406,0.0408677831,0.0405267254,0.0001290591,0.0001926269,-0.0000708933
65.9599990845,0.9983826280,-0.0055664782,0.0393703319,0.0406343751,0.0002273066,0.0003390908,-0.0000766428
65.9700012207,0.9983991385,-0.0051687094,0.0398670062,0.0397879891,0.0001829871,0.0002904128,0.0000063997
65.9800033569,0.9983960390,-0.0042304699,0.0409965999,0.0388173908,0.0000810920,0.0001797480,0.0000996744
65.9899978638,0.9983826876,-0.0035554543,0.0417664535,0.0384049155,0.0000091240,0.0001057577,0.0001367045
66.0000000000,0.9984337687,-0.0029559368,0.0411350280,0.0378046744,-0.0000506928,0.0001706139,0.0001968578
66.0100021362,0.9984137416,-0.0034471166,0.0405244306,0.0389352255,0.0000047899,0.0002312472,0.0000854936
66.0199966431,0.9985052347,-0.0034196051,0.0392943919,0.0378370881,0.0000005357,0.0003522232,0.0001970743
66.0299987793,0.9984945059,-0.0032816129,0.0395606495,0.0378532931,-0.0000143395,0.0003271929,0.0001962481
66.0400009155,0.9984980226,-0.0043026237,0.0383175872,0.0389227234,0.0000959818,0.0004488046,0.0000963712
66.0500030518,0.9985010624,-0.0032383329,0.0396492928,0.0375911109,-0.0000203492,0.0003196016,0.0002244429
66.0599975586,0.9985178709,-0.0024414482,0.0401727594,0.0366376750,-0.0001054074,0.0002702830,0.0003164055
66.0699996948,0.9985096455,-0.0028677739,0.0396488756,0.0373929925,-0.0000592299,0.0003223617,0.0002416692
66.0800018311,0.9984735847,-0.0022917625,0.0407491066,0.0372132845,-0.0001214418,0.0002147760,0.0002575497
66.0899963379,0.9985110164,-0.0016246376,0.0408630632,0.0361030847,-0.0001938637,0.0002075275,0.0003666978
66.0999984741,0.9984265566,-0.0043169204,0.0396769494,0.0393897183,0.0000932617,0.0003163763,0.0000503496
66.1100006104,0.9984068871,-0.0032058386,0.0418929607,0.0376628004,-0.0000324782,0.0000996513,0.0002177125
66.1200027466,0.9984304905,-0.0043004570,0.0404917523,0.0384521894,0.0000838615,0.0002365533,0.0001426860
66.1299972534,0.9984428883,-0.0040109204,0.0408738889,0.0377509817,0.0000502392,0.0002003754,0.0002115900
66.1399993896,0.9984657764,-0.0060957973,0.0382108986,0.0396108776,0.0002766312,0.0004594550,0.0000363093
66.1500015259,0.9984064102,-0.0062271762,0.0392323844,0.0400850214,0.0002875109,0.0003571076,-0.0000113047
66.1600036621,0.9984825253,-0.0060776216,0.0385945328,0.0388103835,0.0002697922,0.0004222202,0.0001153088
66.1699981689,0.9984894395,-0.0061000269,0.0385096557,0.0387125164,0.0002721620,0.0004302521,0.0001264028
66.1800003052,0.9985044003,-0.0043752184,0.0402876101,0.0366977490,0.0000865239,0.0002584054,0.0003202452
66.1900024414,0.9984988570,-0.0050156806,0.0393504761,0.0377689712,0.0001590313,0.0003507400,0.0002157994
66.1999969482,0.9985040426,-0.0044611865,0.0385937728,0.0384737514,0.0001081336,0.0004289285,0.0001430630
66.2099990845,0.9985580444,-0.0042063859,0.0375215672,0.0381610058,0.0000858470,0.0005372739,0.0001751401
66.2200012207,0.9985603690,-0.0033821776,0.0381497182,0.0375559479,-0.0000013923,0.0004789815,0.0002317353
66.2300033569,0.9985174537,-0.0035394186,0.0382877961,0.0385294706,0.0000172165,0.0004650042,0.0001347351
66.2399978638,0.9985153675,-0.0035324281,0.0382362828,0.0386335813,0.0000183295,0.0004701094,0.0001249963
66.2500000000,0.9985244870,-0.0031893945,0.0384789705,0.0381832905,-0.0000180833,0.0004483689,0.0001682134
66.2600021362,0.9985466599,-0.0016054446,0.0398467816,0.0362526961,-0.0001888661,0.0003177025,0.0003559399
66.2699966431,0.9985778928,-0.0023446495,0.0383140929,0.0369979255,-0.0001066212,0.0004693972,0.0002856932
66.2799987793,0.9985435605,-0.0031866350,0.0378296450,0.0383362360,-0.0000136472,0.0005151133,0.0001572655
66.2900009155,0.9985404015,-0.0022837524,0.0390470587,0.0372447893,-0.0001111959,0.0003974094,0.0002615715
66.3000030518,0.9983423352,-0.0012989721,0.0425800718,0.0387024805,-0.0002164615,0.0000489022,0.0001113805
66.3099975586,0.9982720613,-0.0042353682,0.0399476029,0.0428852104,0.0001044421,0.0003003014,-0.0002925885
66.3199996948,0.9982896447,-0.0038494356,0.0406427085,0.0418479741,0.0000587750,0.0002342939,-0.0001899020
66.3300018311,0.9982779026,-0.0038585810,0.0408771411,0.0418980457,0.0000597379,0.0002119790,-0.0001933885
66.3399963379,0.9982576370,-0.0050976523,0.0397305340,0.0433258787,0.0001931918,0.0003220217,-0.0003308607
66.3499984741,0.9982592463,-0.0033444385,0.0419808738,0.0412910506,0.0000003299,0.0001036587,-0.0001361378
66.3600006104,0.9982835650,-0.0031060888,0.0417270586,0.0409771912,-0.0000246728,0.0001301481,-0.0001052123
66.3700027466,0.9982278347,-0.0042125443,0.0410359465,0.0428890400,0.0000959158,0.0001961599,-0.0002928367
66.3799972534,0.9981927872,-0.0034499858,0.0424808413,0.0423624106,0.0000105710,0.0000557297,-0.0002430013
66.3899993896,0.9982697964,-0.0034667009,0.0414356031,0.0415759385,0.0000129611,0.0001607527,-0.0001636514
66.4000015259,0.9982298017,-0.0048558624,0.0414289013,0.0423959382,0.0001565246,0.0001554861,-0.0002400810
66.4100036621,0.9981399775,-0.0051805330,0.0428392440,0.0430643819,0.0001844135,0.0000132942,-0.0003048228
66.4199981689,0.9981482625,-0.0062006377,0.0418767855,0.0436795242,0.0002932637,0.0001056969,-0.0003597128
66.4300003052,0.9981498122,-0.0070192800,0.0412123501,0.0441508219,0.0003789416,0.0001694209,-0.0004016467
66.4400024414,0.9981432557,-0.0069844406,0.0416137464,0.0439288951,0.0003725370,0.0001303841,-0.0003790477
66.4499969482,0.9981359243,-0.0079192715,0.0406723060,0.0448099561,0.0004733844,0.0002204239,-0.0004627270
66.4599990845,0.9980965257,-0.0082391044,0.0409657322,0.0453563668,0.0005057220,0.0001897803,-0.0005153904
66.4700012207,0.9981395006,-0.0077882973,0.0411583036,0.0443055555,0.0004546438,0.0001724338,-0.0004123726
66.4800033569,0.9981017113,-0.0069255210,0.0426028818,0.0439314283,0.0003613397,0.0000328307,-0.0003784636
66.4899978638,0.9980946183,-0.0055803643,0.0441025123,0.0427899882,0.0002118324,-0.0001088562,-0.0002716987
66.5000000000,0.9981153607,-0.0038629239,0.0436287075,0.0429820642,0.0000434183,-0.0000526327,-0.0002970912
66.5100021362,0.9981886148,-0.0015958053,0.0440813564,0.0409127548,-0.0001942829,-0.0000871220,-0.0001004684
66.5199966431,0.9981740117,-0.0002541695,0.0448270217,0.0404869281,-0.0003326983,-0.0001560817,-0.0000639864
66.5299987793,0.9981373549,-0.0000206076,0.0449564084,0.0412420668,-0.0003526992,-0.0001676989,-0.0001390047
66.5400009155,0.9981355667,-0.0002142754,0.0445137136,0.0417613909,-0.0003283340,-0.0001227903,-0.0001871387
66.5500030518,0.9981593490,-0.0001045643,0.0442824662,0.0414383635,-0.0003401748,-0.0000986005,-0.0001550426
66.5599975586,0.9981977940,-0.0001968055,0.0436640233,0.0411648192,-0.0003278941,-0.0000355532,-0.0001266979
66.5699996948,0.9981542230,0.0000609292,0.0444758832,0.0413526930,-0.0003571390,-0.0001142076,-0.0001474516
66.5800018311,0.9981723428,0.0008752529,0.0450416319,0.0402791575,-0.0004462718,-0.0001674264,-0.0000431200
66.5899963379,0.9981495142,0.0008667634,0.0451479070,0.0407250188,-0.0004429310,-0.0001768099,-0.0000864817
66.5999984741,0.9982692003,-0.0021535219,0.0440179631,0.0389429517,-0.0001457868,-0.0000738935,0.0001069214
66.6100006104,0.9982827306,-0.0034702953,0.0443032235,0.0381699912,-0.0000187741,-0.0001080078,0.0001907210
66.6200027466,0.9983097315,-0.0059004980,0.0422904566,0.0394252576,0.0002352617,0.0000837119,0.0000775591
66.6299972534,0.9983027577,-0.0076892180,0.0411339961,0.0405028835,0.0004230122,0.0001941031,-0.0000212433
66.6399993896,0.9983112812,-0.0083584124,0.0408693627,0.0404282920,0.0004904345,0.0002173034,-0.0000085657
66.6500015259,0.9982992411,-0.0075134849,0.0423703268,0.0393315256,0.0003960991,0.0000714806,0.0000962399
66.6600036621,0.9983112216,-0.0068247565,0.0429838300,0.0384781808,0.0003225883,0.0000135830,0.0001784789
66.6699981689,0.9982920885,-0.0074232733,0.0424425676,0.0394512862,0.0003874330,0.0000669057,0.0000851533
66.6800003052,0.9983270168,-0.0071561383,0.0423622616,0.0386976302,0.0003569560,0.0000757213,0.0001595358
66.6900024414,0.9983178377,-0.0068823686,0.0427586176,0.0385464169,0.0003273121,0.0000381698,0.0001737704
66.6999969482,0.9983871579,-0.0006787108,0.0415563397,0.0386739485,-0.0002877417,0.0001832940,0.0001352176
66.7099990845,0.9984165430,0.0009858146,0.0389731862,0.0405540094,-0.0004350766,0.0004481458,-0.0000573589
66.7200012207,0.9983654022,0.0036882688,0.0406243466,0.0400332138,-0.0007133238,0.0002933879,-0.0000152973
66.7300033569,0.9983940125,0.0050199153,0.0404109173,0.0393857881,-0.0008469198,0.0003221887,0.0000443460
66.7399978638,0.9983685017,0.0055203149,0.0405454598,0.0398249738,-0.0008954468,0.0003111861,-0.0000033079
66.7500000000,0.9983128309,0.0073924116,0.0427082367,0.0386386849,-0.0010934847,0.0001023947,0.0001076404
66.7600021362,0.9982947111,0.0079074530,0.0429779701,0.0387067050,-0.0011462162,0.0000787513,0.0000998582
66.7699966431,0.9983568788,0.0070818113,0.0411318019,0.0392645672,-0.0010552658,0.0002607022,0.0000470796
66.7799987793,0.9983537793,0.0076421625,0.0417457223,0.0385847799,-0.0011170409,0.0002034321,0.0001134903
66.7900009155,0.9983782172,0.0076278327,0.0413123965,0.0384186283,-0.0011133606,0.0002466668,0.0001319517
66.8000030518,0.9984259009,0.0037437778,0.0420646891,0.0369086266,-0.0007355360,0.0001587971,0.0003004362
66.8099975586,0.9985128045,0.0016407783,0.0414386541,0.0353887081,-0.0005283975,0.0002145755,0.0004601278
66.8199996948,0.9984859824,-0.0002110454,0.0413194485,0.0363121405,-0.0003386678,0.0002207684,0.0003747068
66.8300018311,0.9984812737,-0.0022755186,0.0400674455,0.0377426855,-0.0001223634,0.0003388560,0.0002406237
66.8399963379,0.9984719753,-0.0043315967,0.0385942459,0.0393120311,0.0000944304,0.0004790378,0.0000932729
66.8499984741,0.9984868169,-0.0060003386,0.0370712765,0.0401739404,0.0002710952,0.0006252378,0.0000156348
66.8600006104,0.9984721541,-0.0062406585,0.0375420712,0.0400647148,0.0002931452,0.0005770046,0.0000296714
66.8700027466,0.9984747767,-0.0056863404,0.0384531468,0.0392069072,0.0002299192,0.0004891747,0.0001114977
66.8799972534,0.9984798431,-0.0052894363,0.0388469137,0.0387419686,0.0001867470,0.0004504673,0.0001569931
66.8899993896,0.9984625578,-0.0042540263,0.0401855968,0.0379417799,0.0000752648,0.0003216057,0.0002333766
66.9000015259,0.9982258677,-0.0075397585,0.0424246825,0.0410893559,0.0004061653,0.0000864150,-0.0000676920
66.9100036621,0.9980763197,-0.0104859769,0.0425095260,0.0438945293,0.0007101994,0.0000685387,-0.0003352815
66.9199981689,0.9980840087,-0.0112756453,0.0426928140,0.0433423929,0.0007854573,0.0000457871,-0.0002767660
66.9300003052,0.9980779886,-0.0114890439,0.0431340337,0.0429852605,0.0008017214,0.0000007288,-0.0002386431
66.9400024414,0.9980456829,-0.0106161209,0.0448418632,0.0422055870,0.0007023534,-0.0001667127,-0.0001668464
66.9499969482,0.9980775118,-0.0099576367,0.0451738574,0.0412480421,0.0006309165,-0.0001974753,-0.0000726483
66.9599990845,0.9980931878,-0.0122496588,0.0421211645,0.0434260927,0.0008810515,0.0000998975,-0.0002759827
66.9700012207,0.9981191158,-0.0127631966,0.0415344536,0.0432460457,0.0009331183,0.0001572447,-0.0002535848
66.9800033569,0.9980999231,-0.0108268000,0.0443363898,0.0413955040,0.0007209339,-0.0001158860,-0.0000808446
66.9899978638,0.9981164932,-0.0113883205,0.0432253368,0.0420156233,0.0007838195,-0.0000054717,-0.0001389673
67.0000000000,0.9982895255,-0.0056884172,0.0405073464,0.0417707600,0.0002252833,0.0002898423,-0.0001350478
67.0100021362,0.9984360337,-0.0031853521,0.0375609174,0.0412864015,-0.0000138585,0.0005951898,-0.0000935699
67.0199966431,0.9985237122,-0.0008087712,0.0370898359,0.0396757647,-0.0002547827,0.0006518157,0.0000604251
67.0299987793,0.9985114932,0.0017596359,0.0388644002,0.0382272862,-0.0005236304,0.0004851493,0.0001947511
67.0400009155,0.9985054731,0.0027496552,0.0390647799,0.0381221063,-0.0006230752,0.0004706690,0.0002023455
67.0500030518,0.9984553456,0.0040344675,0.0405182764,0.0378014371,-0.0007587312,0.0003297989,0.0002307000
67.0599975586,0.9984630346,0.0038012688,0.0397458412,0.0384367034,-0.0007287158,0.0004074807,0.0001689248
67.0699996948,0.9984908700,0.0025877408,0.0379599854,0.0396035500,-0.0005951340,0.0005794641,0.0000573396
67.0800018311,0.9984892607,0.0026323434,0.0381921940,0.0394175127,-0.0005999117,0.0005556721,0.0000767513
67.0899963379,0.9984882474,0.0022250032,0.0378447250,0.0398019440,-0.0005580647,0.0005892874,0.0000393787
67.0999984741,0.9984188080,0.0024416102,0.0405755676,0.0388273634,-0.0005928171,0.0003175032,0.0001362666
