t,q0,q1,q2,q3,b1,b2,b3
11.0700000000,0.9999522027,0.0002723281,0.0066910903,0.0071237243,0.0002224340,0.0001179325,-0.0002683180
11.0800000000,0.9999523607,0.0007327011,0.0073583960,0.0063712971,0.0001710564,0.0000461953,-0.0001871263
11.0900000000,0.9999562722,0.0011587824,0.0074344163,0.0055534158,0.0001250237,0.0000391102,-0.0000994865
11.1000000000,0.9999369730,0.0002666547,0.0087563799,0.0070217305,0.0002209319,-0.0001041285,-0.0002575636
11.1100000000,0.9999236846,0.0001071247,0.0099131899,0.0073717174,0.0002383314,-0.0002280342,-0.0002937153
11.1200000000,0.9999258568,-0.0004701656,0.0093362335,0.0078035047,0.0003022480,-0.0001676648,-0.0003388404
11.1300000000,0.9999134230,-0.0027166751,0.0071258108,0.0107232948,0.0005485576,0.0000700198,-0.0006506893
11.1400000000,0.9999136871,-0.0036399266,0.0061877196,0.0110037004,0.0006472563,0.0001701246,-0.0006776666
11.1500000000,0.9999119891,-0.0032218414,0.0075390698,0.0104305402,0.0006018288,0.0000259985,-0.0006161921
11.1600000000,0.9999206526,-0.0021209371,0.0087681515,0.0087925903,0.0004806174,-0.0001052817,-0.0004402756
11.1700000000,0.9999135990,-0.0003221378,0.0111118123,0.0070155804,0.0002855108,-0.0003546655,-0.0002496737
11.1800000000,0.9999093621,-0.0000254225,0.0113052791,0.0073114723,0.0002520446,-0.0003736889,-0.0002806244
11.1900000000,0.9999082712,-0.0011033058,0.0099605661,0.0091114727,0.0003700597,-0.0002318979,-0.0004722401
11.2000000000,0.9999335999,-0.0007209101,0.0076204696,0.0086142000,0.0003290637,0.0000196698,-0.0004179497
11.2100000000,0.9999324179,-0.0001076947,0.0079101024,0.0085192901,0.0002648803,-0.0000094359,-0.0004060822
11.2200000000,0.9999392197,0.0008966369,0.0083237188,0.0071741713,0.0001561073,-0.0000510534,-0.0002619332
11.2300000000,0.9999311258,0.0000896268,0.0075312538,0.0090008772,0.0002449881,0.0000332273,-0.0004558672
11.2400000000,0.9999339769,-0.0001497921,0.0070402772,0.0090804094,0.0002722630,0.0000857461,-0.0004630139
11.2500000000,0.9999471158,0.0010338376,0.0076850530,0.0067554899,0.0001426482,0.0000193466,-0.0002127429
11.2600000000,0.9999435570,0.0001933229,0.0066755672,0.0082633069,0.0002345911,0.0001279080,-0.0003752820
11.2700000000,0.9999446572,0.0010559292,0.0077717416,0.0070119572,0.0001402653,0.0000122862,-0.0002411152
11.2800000000,0.9999413186,0.0032292072,0.0096042061,0.0038328655,-0.0000945992,-0.0001833872,0.0000989509
11.2900000000,0.9999574596,0.0029612151,0.0078060909,0.0039211171,-0.0000665838,0.0000103598,0.0000895529
11.3000000000,0.9999580977,0.0019051417,0.0078515560,0.0043042273,0.0000469651,0.0000052308,0.0000492107
11.3100000000,0.9999698654,0.0003929151,0.0059172534,0.0050099827,0.0002099013,0.0002126493,-0.0000238653
11.3200000000,0.9999664141,0.0001599341,0.0065101310,0.0049762699,0.0002341731,0.0001499296,-0.0000194924
11.3300000000,0.9999590235,-0.0003346655,0.0068481846,0.0059111440,0.0002878938,0.0001147431,-0.0001182449
11.3400000000,0.9999520206,-0.0016266188,0.0058369066,0.0076968321,0.0004292984,0.0002214993,-0.0003084596
11.3500000000,0.9999481897,-0.0019881736,0.0059925263,0.0079846520,0.0004667372,0.0002062689,-0.0003372874
11.3600000000,0.9999524329,-0.0022762635,0.0054168906,0.0077851049,0.0004980013,0.0002687680,-0.0003161941
11.3700000000,0.9999620080,-0.0015149826,0.0059355931,0.0062013024,0.0004156275,0.0002161306,-0.0001459531
11.3800000000,0.9999579287,0.0002896373,0.0082033352,0.0040941677,0.0002179147,-0.0000270122,0.0000798818
11.3900000000,0.9999614146,-0.0002834156,0.0070378126,0.0052495797,0.0002803332,0.0000975478,-0.0000433793
11.4000000000,0.9999700360,0.0001408380,0.0043118595,0.0064276920,0.0002368381,0.0003922112,-0.0001693895
11.4100000000,0.9999758695,0.0016472366,0.0045394536,0.0049940275,0.0000761911,0.0003702596,-0.0000156069
11.4200000000,0.9999759729,0.0028841633,0.0050200066,0.0038124387,-0.0000568525,0.0003196262,0.0001122289
11.4300000000,0.9999721813,0.0037832804,0.0056021115,0.0031527463,-0.0001546822,0.0002594203,0.0001825718
11.4400000000,0.9999745267,0.0032736263,0.0046771880,0.0042840740,-0.0001005317,0.0003578422,0.0000606300
11.4500000000,0.9999742660,0.0025529772,0.0039306601,0.0054313423,-0.0000222714,0.0004367525,-0.0000618512
11.4600000000,0.9999742754,0.0019873754,0.0033372058,0.0060300805,0.0000408888,0.0004996531,-0.0001245071
11.4700000000,0.9999736739,0.0034300831,0.0051275517,0.0038202476,-0.0001152370,0.0003098336,0.0001127515
11.4800000000,0.9999704300,0.0040679956,0.0056701467,0.0032310942,-0.0001832498,0.0002527157,0.0001750449
11.4900000000,0.9999674327,0.0039047568,0.0057599065,0.0040877813,-0.0001657003,0.0002417854,0.0000833063
11.5000000000,0.9999708992,0.0009226298,0.0065291694,0.0038366012,0.0001543730,0.0001597777,0.0001138289
11.5100000000,0.9999676049,-0.0017075584,0.0058680382,0.0052382747,0.0004361998,0.0002304949,-0.0000312895
11.5200000000,0.9999659253,-0.0021804164,0.0066604727,0.0043625859,0.0004849288,0.0001461599,0.0000625555
11.5300000000,0.9999568433,-0.0021666928,0.0079722853,0.0042496672,0.0004830109,0.0000055068,0.0000747682
11.5400000000,0.9999448701,-0.0013686496,0.0098198358,0.0034575066,0.0003946170,-0.0001900313,0.0001565083
11.5500000000,0.9999445868,-0.0019490003,0.0093060476,0.0045190871,0.0004565257,-0.0001330070,0.0000441152
11.5600000000,0.9999498900,-0.0023226809,0.0085747674,0.0046147553,0.0004955599,-0.0000535257,0.0000344937
11.5700000000,0.9999499385,-0.0027430471,0.0081828955,0.0050632469,0.0005405101,-0.0000107455,-0.0000126495
11.5800000000,0.9999433103,-0.0046593782,0.0060004950,0.0074605980,0.0007500986,0.0002257957,-0.0002665796
11.5900000000,0.9999440306,-0.0049557672,0.0059312230,0.0072247185,0.0007803469,0.0002326947,-0.0002428492
11.6000000000,0.9999464372,-0.0017042571,0.0069720582,0.0074571254,0.0004319065,0.0001227510,-0.0002681918
11.6100000000,0.9999276158,-0.0002624935,0.0080693119,0.0089207926,0.0002777609,0.0000098104,-0.0004253315
11.6200000000,0.9999106399,0.0010045632,0.0095755819,0.0092742272,0.0001390928,-0.0001507459,-0.0004623392
11.6300000000,0.9999041095,0.0020994536,0.0104910336,0.0087921702,0.0000202256,-0.0002449369,-0.0004096742
11.6400000000,0.9999026737,0.0020357090,0.0100349785,0.0094761913,0.0000276373,-0.0001962309,-0.0004812960
11.6500000000,0.9998942837,0.0024777272,0.0107951069,0.0094206156,-0.0000198063,-0.0002758732,-0.0004744939
11.6600000000,0.9999029432,0.0018511387,0.0094724268,0.0100474128,0.0000492978,-0.0001337858,-0.0005416290
11.6700000000,0.9999014486,0.0003315140,0.0075686539,0.0118194157,0.0002160657,0.0000682127,-0.0007302964
11.6800000000,0.9998947676,-0.0002970282,0.0074168032,0.0124642087,0.0002824329,0.0000853400,-0.0007978104
11.6900000000,0.9999024410,0.0013966935,0.0096736562,0.0099788850,0.0000958075,-0.0001538556,-0.0005311691
11.7000000000,0.9999318899,0.0019201341,0.0088195110,0.0073989724,0.0000372437,-0.0000615143,-0.0002540074
11.7100000000,0.9999384428,0.0023090442,0.0087633630,0.0064017517,-0.0000049703,-0.0000535703,-0.0001468469
11.7200000000,0.9999462813,0.0017069747,0.0075463608,0.0068973292,0.0000600191,0.0000765662,-0.0002000233
11.7300000000,0.9999466615,0.0017226010,0.0076316174,0.0067427899,0.0000572640,0.0000678631,-0.0001824616
11.7400000000,0.9999505269,0.0015257009,0.0071482225,0.0067467712,0.0000792724,0.0001205531,-0.0001826364
11.7500000000,0.9999482541,0.0023028061,0.0081335702,0.0056596147,-0.0000061242,0.0000171277,-0.0000652939
11.7600000000,0.9999472499,0.0014996988,0.0072840511,0.0070845553,0.0000817003,0.0001069631,-0.0002164713
11.7700000000,0.9999362793,0.0015855321,0.0083005638,0.0074849238,0.0000702219,-0.0000013362,-0.0002582743
11.7800000000,0.9999376173,0.0017098116,0.0083570582,0.0072109348,0.0000568439,-0.0000073860,-0.0002294034
11.7900000000,0.9999481361,0.0013806988,0.0072315755,0.0070372652,0.0000893639,0.0001137794,-0.0002105214
11.8000000000,0.9999415666,-0.0001711843,0.0068636045,0.0083501557,0.0002553468,0.0001528090,-0.0003481502
11.8100000000,0.9999461774,-0.0004612567,0.0069164992,0.0077195547,0.0002859182,0.0001489811,-0.0002797286
11.8200000000,0.9999464224,-0.0002392853,0.0075339592,0.0070946787,0.0002606697,0.0000843091,-0.0002117640
11.8300000000,0.9999469691,0.0001512245,0.0080263663,0.0064508587,0.0002169261,0.0000325523,-0.0001419878
11.8400000000,0.9999416713,0.0004486597,0.0086868774,0.0064024130,0.0001832413,-0.0000371132,-0.0001358819
11.8500000000,0.9999562648,0.0003824229,0.0074172754,0.0056838583,0.0001904846,0.0001008946,-0.0000578400
11.8600000000,0.9999488785,0.0010945139,0.0086679137,0.0050901553,0.0001117686,-0.0000297456,0.0000068173
11.8700000000,0.9999401286,0.0012133374,0.0092976393,0.0056410126,0.0000995139,-0.0000965045,-0.0000516850
11.8800000000,0.9999366180,0.0017963067,0.0099343560,0.0049841573,0.0000360626,-0.0001624307,0.0000191159
11.8900000000,0.9999426495,0.0012491189,0.0089539847,0.0057413898,0.0000963130,-0.0000582952,-0.0000605089
11.9000000000,0.9999457588,0.0036544547,0.0076867230,0.0060032293,-0.0001616512,0.0000801800,-0.0000914708
11.9100000000,0.9999535835,0.0040525098,0.0054765050,0.0068129148,-0.0002031614,0.0003182384,-0.0001782668
11.9200000000,0.9999482644,0.0052412353,0.0061642685,0.0061643881,-0.0003304903,0.0002447589,-0.0001094984
11.9300000000,0.9999511802,0.0057947318,0.0057374752,0.0055802864,-0.0003892547,0.0002917148,-0.0000459041
11.9400000000,0.9999439766,0.0066325949,0.0065915159,0.0049602739,-0.0004788839,0.0002019695,0.0000224150
11.9500000000,0.9999441966,0.0054427888,0.0053875569,0.0072769458,-0.0003477851,0.0003296741,-0.0002247335
11.9600000000,0.9999384125,0.0060810154,0.0065998601,0.0065294880,-0.0004177484,0.0002011015,-0.0001432878
11.9700000000,0.9999405810,0.0052503657,0.0055797045,0.0077546822,-0.0003269336,0.0003107904,-0.0002733816
11.9800000000,0.9999419269,0.0055615516,0.0059374162,0.0070681717,-0.0003609511,0.0002738857,-0.0001981025
11.9900000000,0.9999483728,0.0057942484,0.0055479109,0.0062369090,-0.0003849841,0.0003181604,-0.0001103075
12.0000000000,0.9999632348,0.0028415597,0.0061314809,0.0052782091,-0.0000696908,0.0002554601,-0.0000048942
12.0100000000,0.9999716485,0.0011084759,0.0057745074,0.0047040912,0.0001144877,0.0002931479,0.0000593593
12.0200000000,0.9999654228,0.0000404004,0.0063647946,0.0053517267,0.0002287556,0.0002299968,-0.0000086890
12.0300000000,0.9999641515,-0.0005688371,0.0064041157,0.0055099455,0.0002941792,0.0002253463,-0.0000249540
12.0400000000,0.9999628354,0.0000539085,0.0075066504,0.0042397092,0.0002256026,0.0001096763,0.0001105746
12.0500000000,0.9999675204,-0.0004289660,0.0066105822,0.0045906731,0.0002770916,0.0002040963,0.0000739787
12.0600000000,0.9999679178,-0.0006574328,0.0064127167,0.0047547999,0.0003015890,0.0002268312,0.0000571208
12.0700000000,0.9999705613,-0.0002473363,0.0066356711,0.0038448863,0.0002586348,0.0002052850,0.0001546420
12.0800000000,0.9999573483,0.0009229622,0.0087102555,0.0029293686,0.0001327007,-0.0000148791,0.0002509203
12.0900000000,0.9999688610,-0.0005355330,0.0062487255,0.0047899612,0.0002920649,0.0002483655,0.0000544145
12.1000000000,0.9999650137,-0.0015784999,0.0073376616,0.0036930266,0.0004015814,0.0001328038,0.0001724523
12.1100000000,0.9999611512,-0.0030873652,0.0067988754,0.0046839632,0.0005639704,0.0001899308,0.0000689024
12.1200000000,0.9999465271,-0.0026441610,0.0090909868,0.0041599700,0.0005155355,-0.0000543252,0.0001239848
12.1300000000,0.9999493226,-0.0036213004,0.0078971644,0.0050865669,0.0006210236,0.0000742734,0.0000270724
12.1400000000,0.9999484839,-0.0047095670,0.0066583479,0.0060428436,0.0007375505,0.0002074651,-0.0000737734
12.1500000000,0.9999442760,-0.0052208416,0.0065075463,0.0064683478,0.0007913424,0.0002230653,-0.0001185626
12.1600000000,0.9999297093,-0.0063073578,0.0059615936,0.0080779440,0.0009068467,0.0002822060,-0.0002883317
12.1700000000,0.9999250022,-0.0063899392,0.0065231028,0.0081613578,0.0009154966,0.0002228467,-0.0002965217
12.1800000000,0.9999204424,-0.0063214695,0.0071429150,0.0082538914,0.0009064108,0.0001570475,-0.0003052182
12.1900000000,0.9999304912,-0.0055370966,0.0077887003,0.0069057565,0.0008200075,0.0000878032,-0.0001613481
12.2000000000,0.9999308257,-0.0027442161,0.0086218114,0.0075151521,0.0005212292,0.0000012653,-0.0002303924
12.2100000000,0.9999174440,-0.0010342379,0.0098930585,0.0081340595,0.0003364079,-0.0001323168,-0.0002967578
12.2200000000,0.9999082733,-0.0002593497,0.0103430750,0.0087406238,0.0002534184,-0.0001785768,-0.0003594401
12.2300000000,0.9999107424,-0.0003551231,0.0095444089,0.0093426644,0.0002625427,-0.0000937740,-0.0004217204
12.2400000000,0.9999184788,-0.0014662071,0.0072776492,0.0103885403,0.0003844080,0.0001489279,-0.0005314476
12.2500000000,0.9999083315,0.0001617216,0.0102536177,0.0088411393,0.0002064327,-0.0001663149,-0.0003654597
12.2600000000,0.9999103206,-0.0002684906,0.0093404439,0.0095934766,0.0002540751,-0.0000687585,-0.0004450699
12.2700000000,0.9999134739,-0.0014588898,0.0074283456,0.0107580672,0.0003831467,0.0001336773,-0.0005674960
12.2800000000,0.9999081875,-0.0012360828,0.0083634606,0.0105896753,0.0003590882,0.0000339032,-0.0005479637
12.2900000000,0.9999104036,0.0004216427,0.0104138625,0.0083999050,0.0001788115,-0.0001813139,-0.0003154486
12.3000000000,0.9999507481,-0.0014210532,0.0071177673,0.0067690072,0.0003770673,0.0001701131,-0.0001389154
12.3100000000,0.9999677315,-0.0019830386,0.0058592701,0.0051256756,0.0004359178,0.0003042965,0.0000393209
12.3200000000,0.9999777477,-0.0013446974,0.0059211849,0.0027632317,0.0003655279,0.0002982069,0.0002931965
12.3300000000,0.9999750000,-0.0029948483,0.0040671471,0.0049485949,0.0005441287,0.0004981415,0.0000620671
12.3400000000,0.9999741168,-0.0032780446,0.0040836095,0.0049339842,0.0005743227,0.0004964309,0.0000634726
12.3500000000,0.9999768518,-0.0032104663,0.0040723587,0.0044050652,0.0005668989,0.0004974929,0.0001218184
12.3600000000,0.9999836494,-0.0016048897,0.0052710278,0.0015302190,0.0003926276,0.0003696972,0.0004284141
12.3700000000,0.9999831529,-0.0008889522,0.0056811288,0.0007927742,0.0003154569,0.0003268772,0.0005066322
12.3800000000,0.9999843801,-0.0009008428,0.0054075302,0.0010893333,0.0003153597,0.0003578680,0.0004763029
12.3900000000,0.9999803749,-0.0004481378,0.0061862098,0.0008830683,0.0002676462,0.0002742014,0.0004978069
12.4000000000,0.9999465314,0.0005402277,0.0064913072,0.0080315304,0.0001657235,0.0002427376,-0.0002639937
12.4100000000,0.9999273758,0.0021515620,0.0076508358,0.0090597258,-0.0000076406,0.0001224716,-0.0003735817
12.4200000000,0.9999163965,0.0038497200,0.0090473865,0.0083978863,-0.0001902221,-0.0000238722,-0.0003029749
12.4300000000,0.9998993646,0.0030943889,0.0083659545,0.0110316018,-0.0001063449,0.0000474111,-0.0005828593
12.4400000000,0.9998959710,0.0030402600,0.0083322046,0.0113744598,-0.0000999938,0.0000514718,-0.0006196325
12.4500000000,0.9999065770,0.0037052991,0.0084819278,0.0100580779,-0.0001714021,0.0000370340,-0.0004795932
12.4600000000,0.9998981668,0.0044327129,0.0095892255,0.0095944721,-0.0002503829,-0.0000783368,-0.0004283705
12.4700000000,0.9998883637,0.0053635641,0.0107955874,0.0088287937,-0.0003528934,-0.0002036179,-0.0003468902
12.4800000000,0.9999043166,0.0059247454,0.0100316536,0.0074579422,-0.0004138211,-0.0001198029,-0.0002003080
12.4900000000,0.9999073159,0.0051553361,0.0090083240,0.0088109161,-0.0003279957,-0.0000118131,-0.0003442251
12.5000000000,0.9999160303,0.0047446015,0.0083468499,0.0087035173,-0.0002824209,0.0000595734,-0.0003331793
12.5100000000,0.9999122314,0.0053546558,0.0093321107,0.0077310277,-0.0003508180,-0.0000432336,-0.0002296916
12.5200000000,0.9999064833,0.0046714359,0.0090256874,0.0091509152,-0.0002771837,-0.0000110685,-0.0003788532
12.5300000000,0.9998925603,0.0055911846,0.0107599581,0.0082358865,-0.0003785068,-0.0001932560,-0.0002814540
12.5400000000,0.9998900634,0.0058057585,0.0109314185,0.0081644607,-0.0004015423,-0.0002091366,-0.0002740757
12.5500000000,0.9998937484,0.0043435102,0.0093109217,0.0103408247,-0.0002437096,-0.0000384751,-0.0005048202
12.5600000000,0.9998967044,0.0045951008,0.0096667671,0.0095926602,-0.0002707801,-0.0000751391,-0.0004238721
12.5700000000,0.9998999052,0.0055094834,0.0103103325,0.0079700802,-0.0003680728,-0.0001409307,-0.0002520608
12.5800000000,0.9998976066,0.0061849761,0.0107645187,0.0071167115,-0.0004411003,-0.0001883911,-0.0001609005
12.5900000000,0.9999115051,0.0052866048,0.0090741526,0.0081666066,-0.0003434166,-0.0000080970,-0.0002697535
12.6000000000,0.9999128094,-0.0000565745,0.0090489450,0.0096170156,0.0002254038,-0.0000100062,-0.0004185249
12.6100000000,0.9999033706,-0.0012633460,0.0112614688,0.0080518744,0.0003492889,-0.0002472246,-0.0002511127
12.6200000000,0.9999008565,-0.0025827468,0.0111585052,0.0081911126,0.0004899544,-0.0002361321,-0.0002648214
12.6300000000,0.9999062072,-0.0029343577,0.0111361060,0.0074130616,0.0005260278,-0.0002337696,-0.0001797940
12.6400000000,0.9999071850,-0.0044281336,0.0094824773,0.0087232800,0.0006871731,-0.0000572399,-0.0003164217
12.6500000000,0.9998991482,-0.0046174261,0.0101286177,0.0088195229,0.0007053631,-0.0001256315,-0.0003256996
12.6600000000,0.9999149441,-0.0043328359,0.0097767553,0.0074663317,0.0006725733,-0.0000865861,-0.0001815723
12.6700000000,0.9999047092,-0.0048517896,0.0096811940,0.0085619541,0.0007290655,-0.0000757267,-0.0002949943
12.6800000000,0.9999146119,-0.0046259315,0.0094944227,0.0076958173,0.0007056140,-0.0000563045,-0.0002005329
12.6900000000,0.9999017517,-0.0061756470,0.0078213122,0.0098577588,0.0008741500,0.0001223470,-0.0004277233
12.7000000000,0.9998921093,-0.0057758676,0.0050613706,0.0125216488,0.0008359950,0.0004180143,-0.0007096728
12.7100000000,0.9999203381,-0.0027108999,0.0074309730,0.0098361090,0.0005055144,0.0001682808,-0.0004273589
12.7200000000,0.9999211086,-0.0012318106,0.0083379031,0.0093133512,0.0003479279,0.0000739053,-0.0003723808
12.7300000000,0.9999233308,0.0010370539,0.0101713512,0.0069857409,0.0001016598,-0.0001194963,-0.0001257075
12.7400000000,0.9999194685,0.0004730146,0.0091269366,0.0088052164,0.0001631972,-0.0000074916,-0.0003184845
12.7500000000,0.9999163012,0.0021634298,0.0108616248,0.0066884391,-0.0000202404,-0.0001895164,-0.0000946428
12.7600000000,0.9999249219,0.0023972139,0.0101799680,0.0063853127,-0.0000446327,-0.0001140894,-0.0000606774
12.7700000000,0.9999148256,0.0022659688,0.0105413092,0.0073544300,-0.0000301785,-0.0001519055,-0.0001631197
12.7800000000,0.9999178920,0.0021646404,0.0102134573,0.0074302696,-0.0000180707,-0.0001167420,-0.0001699209
12.7900000000,0.9999235004,0.0010672377,0.0087277794,0.0086994366,0.0001002685,0.0000411812,-0.0003025974
12.8000000000,0.9999004020,0.0042318398,0.0109613218,0.0078183776,-0.0002371708,-0.0001925260,-0.0002106607
12.8100000000,0.9998987102,0.0031648702,0.0083757816,0.0110634219,-0.0001184169,0.0000814277,-0.0005534931
12.8200000000,0.9998990014,0.0041657251,0.0091154690,0.0100768039,-0.0002259171,0.0000055048,-0.0004470902
12.8300000000,0.9999024601,0.0036726599,0.0079431986,0.0108851937,-0.0001715777,0.0001324662,-0.0005303760
12.8400000000,0.9999000955,0.0052096961,0.0096964511,0.0088677484,-0.0003377311,-0.0000488780,-0.0003166489
12.8500000000,0.9998824846,0.0052604361,0.0103954071,0.0099639557,-0.0003420232,-0.0001220411,-0.0004295297
12.8600000000,0.9998892345,0.0058187765,0.0103774969,0.0089424861,-0.0004018884,-0.0001190925,-0.0003198734
12.8700000000,0.9998846568,0.0057690565,0.0104377257,0.0094045164,-0.0003966291,-0.0001233349,-0.0003667966
12.8800000000,0.9998806241,0.0066129985,0.0112640656,0.0082538886,-0.0004887489,-0.0002093475,-0.0002453844
12.8900000000,0.9998786888,0.0064251868,0.0110664226,0.0088802511,-0.0004682618,-0.0001867988,-0.0003120794
12.9000000000,0.9999301858,0.0024348151,0.0099177830,0.0059441345,-0.0000472408,-0.0000670485,0.0000040704
12.9100000000,0.9999381195,-0.0003648229,0.0093065028,0.0060838331,0.0002510578,-0.0000041177,-0.0000081200
12.9200000000,0.9999387823,-0.0026061516,0.0081505556,0.0070148501,0.0004905154,0.0001166185,-0.0001025092
12.9300000000,0.9999369138,-0.0045627687,0.0064358742,0.0079955629,0.0007006457,0.0002975247,-0.0002036868
12.9400000000,0.9999245942,-0.0056902687,0.0062664395,0.0088971006,0.0008211367,0.0003143227,-0.0002978087
12.9500000000,0.9999135824,-0.0068084696,0.0055153432,0.0098006843,0.0009395638,0.0003943840,-0.0003916863
12.9600000000,0.9999239638,-0.0067661124,0.0054028087,0.0087804296,0.0009335479,0.0004057781,-0.0002818179
12.9700000000,0.9999351916,-0.0058436956,0.0065222772,0.0072748689,0.0008327319,0.0002887388,-0.0001232429
12.9800000000,0.9999412318,-0.0059853159,0.0056040250,0.0070925252,0.0008474387,0.0003869720,-0.0001019946
12.9900000000,0.9999291267,-0.0065123667,0.0055362179,0.0082873960,0.0009020921,0.0003943146,-0.0002275427
13.0000000000,0.9999344947,-0.0001237730,0.0071203725,0.0089605394,0.0002225254,0.0002321212,-0.0003046733
13.0100000000,0.9999126142,0.0034211382,0.0083288167,0.0096793849,-0.0001553493,0.0001073803,-0.0003820470
13.0200000000,0.9999069820,0.0053468748,0.0081923334,0.0095038875,-0.0003615267,0.0001250287,-0.0003650944
13.0300000000,0.9999000488,0.0062777642,0.0080995372,0.0097406148,-0.0004597228,0.0001348690,-0.0003900338
13.0400000000,0.9998735227,0.0084250683,0.0106804121,0.0082392706,-0.0006910428,-0.0001345714,-0.0002289023
13.0500000000,0.9998630280,0.0097822782,0.0113547283,0.0070215653,-0.0008376146,-0.0002028642,-0.0000988877
13.0600000000,0.9998509826,0.0097363287,0.0115652853,0.0083343026,-0.0008302652,-0.0002256597,-0.0002371155
13.0700000000,0.9998572335,0.0088750754,0.0105196931,0.0098021232,-0.0007366317,-0.0001165328,-0.0003910831
13.0800000000,0.9998694766,0.0094850859,0.0103159385,0.0080401650,-0.0008041861,-0.0000910664,-0.0002056016
13.0900000000,0.9998583556,0.0093544538,0.0108021789,0.0088924564,-0.0007910673,-0.0001437822,-0.0002946092
13.1000000000,0.9999026665,0.0087727992,0.0081191677,0.0071954556,-0.0007302734,0.0001439933,-0.0001155903
13.1100000000,0.9999115161,0.0083791848,0.0075181784,0.0070870416,-0.0006876360,0.0002085170,-0.0001027502
13.1200000000,0.9999177101,0.0080916675,0.0070540866,0.0070240842,-0.0006567819,0.0002558649,-0.0000939638
13.1300000000,0.9999154592,0.0054225781,0.0046073565,0.0108831193,-0.0003696419,0.0005104058,-0.0005009090
13.1400000000,0.9999292529,0.0055670351,0.0046357877,0.0094343372,-0.0003850755,0.0005079575,-0.0003450169
13.1500000000,0.9999286498,0.0059538056,0.0054349833,0.0088152399,-0.0004273604,0.0004252751,-0.0002782110
13.1600000000,0.9999341975,0.0069403577,0.0059149662,0.0069602709,-0.0005327318,0.0003775572,-0.0000814491
13.1700000000,0.9999218385,0.0074501056,0.0070714517,0.0071279330,-0.0005879645,0.0002550587,-0.0000968081
13.1800000000,0.9999182706,0.0076485677,0.0072751868,0.0072127061,-0.0006073657,0.0002337415,-0.0001044819
13.1900000000,0.9999123639,0.0075023933,0.0074858111,0.0079335495,-0.0005895620,0.0002117422,-0.0001800911
13.2000000000,0.9999132245,0.0054855946,0.0106467993,0.0054861142,-0.0003809115,-0.0001216871,0.0000839001
13.2100000000,0.9999243841,0.0038722966,0.0106497947,0.0047763166,-0.0002095502,-0.0001223700,0.0001607060
13.2200000000,0.9999318305,0.0020126143,0.0097932181,0.0060312979,-0.0000092350,-0.0000327156,0.0000302288
13.2300000000,0.9999450260,0.0005895379,0.0082587550,0.0064335398,0.0001437179,0.0001295517,-0.0000107195
13.2400000000,0.9999312772,0.0010148841,0.0101323603,0.0058091401,0.0000955283,-0.0000693372,0.0000568059
13.2500000000,0.9999402153,-0.0007370099,0.0077938249,0.0076340587,0.0002842959,0.0001787186,-0.0001334508
13.2600000000,0.9999447498,-0.0006564083,0.0079821211,0.0068082437,0.0002747912,0.0001587711,-0.0000466918
13.2700000000,0.9999399527,-0.0010879144,0.0079295087,0.0074853366,0.0003206614,0.0001620551,-0.0001200294
13.2800000000,0.9999397920,-0.0014037434,0.0076653641,0.0077255458,0.0003545190,0.0001915522,-0.0001442012
13.2900000000,0.9999279101,-0.0019289892,0.0078640314,0.0088662663,0.0004106322,0.0001704017,-0.0002655643
13.3000000000,0.9999242555,-0.0001783902,0.0093587899,0.0079915252,0.0002237521,0.0000125946,-0.0001734368
13.3100000000,0.9999134150,-0.0001936969,0.0092495164,0.0093579580,0.0002274081,0.0000236320,-0.0003176570
13.3200000000,0.9998882607,-0.0020902938,0.0074930940,0.0127652037,0.0004338999,0.0002096432,-0.0006763082
13.3300000000,0.9998961312,-0.0004313474,0.0099465082,0.0104215076,0.0002521177,-0.0000473294,-0.0004297990
13.3400000000,0.9998950585,-0.0005968649,0.0095345280,0.0108907518,0.0002695186,-0.0000025208,-0.0004802682
13.3500000000,0.9999094800,0.0004606960,0.0100057946,0.0089835185,0.0001548194,-0.0000504671,-0.0002778357
13.3600000000,0.9999007656,0.0000309572,0.0097231651,0.0101940231,0.0002014988,-0.0000199807,-0.0004038711
13.3700000000,0.9998982434,0.0007021888,0.0106645106,0.0094486993,0.0001289349,-0.0001181108,-0.0003247331
13.3800000000,0.9998943904,-0.0000778094,0.0097795104,0.0107500278,0.0002121117,-0.0000261532,-0.0004599361
13.3900000000,0.9998851040,-0.0002111466,0.0102050373,0.0112067583,0.0002258998,-0.0000724852,-0.0005076964
13.4000000000,0.9998842427,-0.0019144330,0.0111259032,0.0102005098,0.0004046647,-0.0001709375,-0.0003985024
13.4100000000,0.9998882600,-0.0029742178,0.0109947856,0.0096817437,0.0005154599,-0.0001569170,-0.0003425926
13.4200000000,0.9998780371,-0.0043405537,0.0103853285,0.0108266083,0.0006625233,-0.0000925271,-0.0004616798
13.4300000000,0.9998778135,-0.0045978239,0.0106239896,0.0105047139,0.0006875311,-0.0001177695,-0.0004259258
13.4400000000,0.9998877291,-0.0046051001,0.0103536415,0.0098043052,0.0006886643,-0.0000900794,-0.0003514204
13.4500000000,0.9998880341,-0.0046836720,0.0103274392,0.0097635328,0.0006972614,-0.0000865673,-0.0003464136
13.4600000000,0.9998670604,-0.0054836422,0.0102579070,0.0114265708,0.0007833805,-0.0000787467,-0.0005194524
